"","term","group","contrast","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high","predicted_lo","predicted_hi","predicted"
"1","lossavers","1","mean(dY/dX)",-0.0534258283626067,0.0678637992372451,-0.787250772327604,0.431135080866962,1.21378813748887,-0.186436430721664,0.0795847739964505,0.130079260299575,0.130073463790813,0.130076362059212
"2","riskaverse","1","mean(dY/dX)",0.0256102004034602,0.0740612922758978,0.345797374262057,0.729494998603234,0.455030007786069,-0.119547265105794,0.170767665912714,0.130075345550621,0.130077378563648,0.130076362059212
"3","trust","1","mean(dY/dX)",0.0111551603346131,0.00264044485533391,4.22472762954271,2.39229936544468e-05,15.3512425389065,0.00597998351499455,0.0163303371542316,0.130067788903251,0.130084935644053,0.130076362059212
"4","lossavers","2","mean(dY/dX)",-0.207907132304674,0.0972745427399845,-2.13732315206468,0.0325717170418804,4.94023641531227,-0.398561732687646,-0.0172525319217027,0.359184774708976,0.359163974179389,0.359174374421471
"5","riskaverse","2","mean(dY/dX)",0.104172847898994,0.106266341701545,0.980299558928724,0.326938272386919,1.61290982163399,-0.104105354604861,0.312451050402849,0.359170588363988,0.359178160485455,0.359174374421471
"6","trust","2","mean(dY/dX)",0.00614573234410803,0.00387865213003517,1.58450207393369,0.11307951006631,3.14459055728159,-0.00145628613932046,0.0137477508275365,0.359168758962476,0.35917998959219,0.359174374421471
"7","lossavers","4","mean(dY/dX)",0.261332960667205,0.100916170020128,2.5896044272695,0.00960862746108219,6.70145391989724,0.0635409019700333,0.459125019364377,0.510735964991448,0.510762562029797,0.510749263519317
"8","riskaverse","4","mean(dY/dX)",-0.129783048301968,0.109612770506753,-1.18401394018202,0.236407544639552,2.08065201689992,-0.344620130740858,0.0850540341369213,0.510754066085391,0.510744460950897,0.510749263519317
"9","trust","4","mean(dY/dX)",-0.0173008926787337,0.00400310137880778,-4.32187222894823,1.54710777110693e-05,15.9800667764049,-0.0251468272076596,-0.00945495814980784,0.510763452134273,0.510735074763757,0.510749263519317
