"","rowid","term","group","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high","lossavers","predicted_lo","predicted_hi","predicted","trust","riskaverse","Strategies3"
"76",10,"lossavers","4",0.263830531727072,0.0986075288896726,2.67556174156093,0.00746041303660469,7.06652877893147,0.0705633264988206,0.457097736955323,0.9,0.545231365834273,0.545257748887445,0.545244557393697,8.75901875901876,0.507674153491016,4
"77",11,"lossavers","4",0.260487325315362,0.0937987890296156,2.77708622904627,0.0054848625692378,7.51032881228577,0.0766450770238444,0.444329573606879,1,0.571459262129907,0.571485310862439,0.571472286546759,8.75901875901876,0.507674153491016,4
"78",1,"riskaverse","4",-0.114343014518129,0.0973918601408953,-1.17405103827682,0.240374583115797,2.05664373940141,-0.305227552781646,0.0765415237453878,0,0.314852885140855,0.314844569285006,0.314848727198241,8.75901875901876,0.507674153491016,4
"79",2,"riskaverse","4",-0.118613853918019,0.101039463275188,-1.17393590655728,0.240420698894892,2.05636698541276,-0.316647562954645,0.0794198551186072,0.1,0.338309876077956,0.338301249615596,0.338305562833493,8.75901875901876,0.507674153491016,4
"80",3,"riskaverse","4",-0.12241749901131,0.104342790994714,-1.17322431041271,0.240705865633689,2.05465679637563,-0.326925611407339,0.0820906133847187,0.2,0.362581921883045,0.362573018791942,0.362577470325872,8.75901875901876,0.507674153491016,4
"81",4,"riskaverse","4",-0.125679473232462,0.107351384171347,-1.17072988115236,0.241707370301913,2.04866662949631,-0.336084319898825,0.0847253734339012,0.3,0.387567426107729,0.387558285782131,0.387562855935203,8.75901875901876,0.507674153491016,4
"82",5,"riskaverse","4",-0.128333069381548,0.109743082489792,-1.16939552334412,0.242244312646891,2.04546530009301,-0.34342555861395,0.0867594198508534,0.4,0.413150518805646,0.413141185491231,0.413145852140809,8.75901875901876,0.507674153491016,4
"83",6,"riskaverse","4",-0.130322138382146,0.111619330698702,-1.16755885890347,0.242984753404374,2.04106230318793,-0.349092006530068,0.0884477297657761,0.5,0.439202903050907,0.439193425076924,0.439198164058547,8.75901875901876,0.507674153491016,4
"84",7,"riskaverse","4",-0.131603555599942,0.112662250806336,-1.16812467936723,0.242756476752367,2.04241830756886,-0.352417509597579,0.089210398397695,0.6,0.465586234058141,0.465576662890176,0.465581448471169,8.75901875901876,0.507674153491016,4
"85",8,"riskaverse","4",-0.132149184092237,0.113042716371048,-1.16901989207756,0.242395616986995,2.04456448274438,-0.353708836894066,0.0894104687095933,0.7,0.492154947583375,0.492145336733336,0.49215014215781,8.75901875901876,0.507674153491016,4
"86",9,"riskaverse","4",-0.131947183949288,0.112959451107737,-1.1680933525734,0.242769111402815,2.04234322214394,-0.353343639833865,0.0894492719352893,0.8,0.518759420573214,0.518749824414095,0.518754622495565,8.75901875901876,0.507674153491016,4
"87",10,"riskaverse","4",-0.131002564106366,0.112169728314413,-1.1678958848787,0.24284876426204,2.04186994967278,-0.350851191758259,0.0888460635455272,0.9,0.545249321119121,0.545239793659629,0.545244557393697,8.75901875901876,0.507674153491016,4
"88",11,"riskaverse","4",-0.129336932512839,0.110649776388594,-1.16888562032532,0.242449717795084,2.04424252041016,-0.346206509131894,0.0875326441062155,1,0.571476989701446,0.571467583378801,0.571472286546759,8.75901875901876,0.507674153491016,4
"89",1,"trust","4",-0.0150344991907761,0.00407469804923709,-3.68972105640834,0.000224500078202639,12.1209964320327,-0.0230207606151564,-0.00704823776639579,0,0.31486075487126,0.314836699672554,0.314848727198241,8.75901875901876,0.507674153491016,4
"90",2,"trust","4",-0.015636433062273,0.00402585583258393,-3.88400223766508,0.000102750960929501,13.2485604934601,-0.023526965501088,-0.00774590062345796,0.1,0.338318072040212,0.338293053747313,0.338305562833493,8.75901875901876,0.507674153491016,4
"91",3,"trust","4",-0.0161798380650391,0.00400269876110669,-4.04223226145691,5.29447503384499e-05,14.2051528315063,-0.0240249834777713,-0.00833469265230688,0.2,0.362590414241112,0.362564526500208,0.362577470325872,8.75901875901876,0.507674153491016,4
"92",4,"trust","4",-0.0166543929503229,0.0039986697574331,-4.16498334711543,3.11375291741297e-05,14.9709860062452,-0.0244916416609613,-0.00881714423968457,0.3,0.387576179476962,0.387549532448242,0.387562855935203,8.75901875901876,0.507674153491016,4
"93",5,"trust","4",-0.0170506978371468,0.00401129003756973,-4.25067688385781,2.13125444353291e-05,15.5179376323675,-0.0249126818423278,-0.00918871383196581,0.4,0.413159492707442,0.413132211590903,0.413145852140809,8.75901875901876,0.507674153491016,4
"94",6,"trust","4",-0.0173606574507823,0.00403433572745579,-4.30322576592569,1.68329165912439e-05,15.858355304473,-0.0252678101781388,-0.00945350472342576,0.5,0.439212052572524,0.439184275520603,0.439198164058547,8.75901875901876,0.507674153491016,4
"95",7,"trust","4",-0.0175778275048055,0.00406267347588917,-4.32666509113395,1.51383866913639e-05,16.0114290099577,-0.0255405211984945,-0.00961513381111659,0.6,0.465595510699931,0.465567386175923,0.465581448471169,8.75901875901876,0.507674153491016,4
"96",8,"trust","4",-0.01769769938164,0.00409919789257523,-4.31735667450828,1.5790887906765e-05,15.9505481795736,-0.0257319796165899,-0.00966341914669001,0.7,0.492164300262353,0.492135983943343,0.49215014215781,8.75901875901876,0.507674153491016,4
"97",9,"trust","4",-0.0177179017290391,0.0041405723375759,-4.27909484112818,1.87654894776771e-05,15.7015585525675,-0.0258332743860707,-0.0096025290720075,0.8,0.518768796740283,0.518740448097516,0.518754622495565,8.75901875901876,0.507674153491016,4
"98",10,"trust","4",-0.0176383034693889,0.0041858098627847,-4.21383293737443,2.51073028892204e-05,15.2815334166493,-0.0258423400465794,-0.00943426689219833,0.9,0.545258667938604,0.545230446653053,0.545244557393697,8.75901875901876,0.507674153491016,4
"99",11,"trust","4",-0.0174610104069356,0.00425214786894668,-4.10639774182194,4.01877249381431e-05,14.6028855669422,-0.0257950670870098,-0.00912695372686137,1,0.571486255236985,0.571458317620334,0.571472286546759,8.75901875901876,0.507674153491016,4
