"treatment","session","id","period","endowment","belief_attack","belief_arming","production","arming","attack","opponent_production","opponent_arming","opponent_attack","conflict","rel_arming","arm_def","arm_att","unarmed_peace","choose_UP","win_conflict","comp1","comp2","likestowin","compulsive","trust","auszahlung","age","male","playerdem_study","bachelor","playerdem_understand","attack_profit","attack_spite","attack_super","attack_fight1","attack_fight2","attack_encourage","attack_chance","attack_mistake","attack_understand","noattack_risk","noattack_efficient","noattack_ownprofit","noattack_otherprofit","noattack_discourage","noattack_mistake","noattack_understand","arming_attack","arming_security","arming_noattack","arming_inefficient","arming_unequala1","arming_unequala2","arming_unequalb1","arming_unequalb2","arming_understand","indep_obs","Strategies3","choose_UC","choose_AP","choose_AC","riskaverse","econstudent","trustworth","no_cointosses","lossavers","lossavers_rel_orig","weird_LossAversion","mulSw_LossAversion","lossaversion_ordinal","X_score","Y_score","EET_type","EET_type_new","check_dec","check_game","belief_UP","reg_bel_arm","reg_bel_att","correct_beliefs","Altruist","Selfish","Maximin","armed_peace","armed_conflict"
0,29,176,1,120,0,40,60,60,0,80,0,1,1,0.5,60,NA,0,0,1,1,1,3,5,2,9.5,22,0,10,0,3,4,4,1,4,1,1,1,1,1,5,5,4,1,1,1,1,4,4,3,3,NA,NA,3,3,1,29,2,0,1,0,0.909090936183929,0,0.080753967165947,4,0.666666686534882,0.666666686534882,0,0,4,0.5,4.5,8,3,1,1,0,40,0,0,0,0,1,0,1
0,29,176,6,120,NA,NA,70,50,1,0,80,1,1,0.416666656732559,NA,50,0,0,1,1,1,3,5,2,9.5,22,0,10,0,3,4,4,1,4,1,1,1,1,1,5,5,4,1,1,1,1,4,4,3,3,NA,NA,3,3,1,29,4,0,0,1,0.909090936183929,0,0.080753967165947,4,0.666666686534882,0.666666686534882,0,0,4,0.5,4.5,8,3,1,1,NA,40,0,0,0,0,1,0,1
0,29,183,5,120,NA,NA,80,40,1,60,20,0,1,0.333333343267441,NA,40,0,0,1,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,183,1,120,0,20,80,40,1,20,60,1,1,0.333333343267441,NA,40,0,0,0,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,0,20,0,0,0,0,0,0,1
0,29,183,3,120,NA,NA,80,40,0,40,40,1,1,0.333333343267441,40,NA,0,0,0,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,2,0,1,0,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,183,6,120,NA,NA,30,90,1,40,40,1,1,0.75,NA,90,0,0,0,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,183,2,120,NA,NA,50,70,1,80,0,0,1,0.583333313465118,NA,70,0,0,1,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,183,7,120,NA,NA,75,45,1,5,75,1,1,0.375,NA,45,0,0,1,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,183,4,120,NA,NA,60,60,1,50,30,0,1,0.5,NA,60,0,0,1,10,8,10,8,10,16.5,21,0,11,1,3,5,5,4,5,5,2,3,1,1,1,1,1,4,3,1,1,5,4,1,1,NA,NA,5,1,1,29,4,0,0,1,0.272727280855179,0,0.453100204467773,2,0.333333343267441,0.333333343267441,0,0,2,NA,NA,0,0,1,1,NA,20,0,0,0,0,0,0,1
0,29,190,7,80,NA,NA,10,70,1,50,70,1,1,0.875,NA,70,0,0,0,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,29,190,1,80,1,70,20,60,1,80,40,1,1,0.75,NA,60,0,0,1,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,0,70,1,1,0,0,1,0,1
0,29,190,6,80,NA,NA,0,80,1,70,50,1,1,1,NA,80,0,0,0,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,29,190,5,80,NA,NA,10,70,1,60,60,1,1,0.875,NA,70,0,0,1,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,29,190,4,80,NA,NA,0,80,1,60,60,1,1,1,NA,80,0,0,1,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,29,190,2,80,NA,NA,40,40,0,60,60,1,1,0.5,40,NA,0,0,0,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,2,0,1,0,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,29,190,3,80,NA,NA,10,70,1,50,70,1,1,0.875,NA,70,0,0,0,6,5,10,8,6,13,20,0,9,0,3,1,1,1,4,4,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,5,1,NA,NA,1,29,4,0,0,1,0.363636374473572,0,0.28125,3,0.5,0.5,0,0,3,0.5,4.5,8,3,1,1,NA,70,1,1,0,0,1,0,1
0,8,197,7,80,NA,NA,0,80,1,0,120,1,1,1,NA,80,0,0,1,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,8,197,1,80,0,0,79,1,0,41,79,1,1,0.0125000001862645,1,NA,0,0,0,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,2,0,1,0,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,1,0,0,0,0,0,1,0,1
0,8,197,3,80,NA,NA,0,80,1,60,60,0,1,1,NA,80,0,0,1,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,8,197,5,80,NA,NA,0,80,1,40,80,1,1,1,NA,80,0,0,0,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,8,197,6,80,NA,NA,0,80,1,110,10,0,1,1,NA,80,0,0,1,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,8,197,4,80,NA,NA,0,80,1,60,60,0,1,1,NA,80,0,0,1,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,8,197,2,80,NA,NA,0,80,1,120,0,0,1,1,NA,80,0,0,1,8,7,8,3,16,12,22,1,12,1,3,1,1,4,1,1,1,2,1,1,3,3,3,3,3,1,1,2,5,1,1,5,1,NA,NA,1,8,4,0,0,1,0.545454561710358,1,0.666666686534882,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,1,NA,0,0,0,0,0,1,0,1
0,15,204,1,120,0,0,110,10,0,25,55,1,1,0.0833333358168602,10,NA,0,0,0,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,1,0,0,0,1,0,0,0,1
0,15,204,7,120,NA,NA,110,10,0,30,50,1,1,0.0833333358168602,10,NA,0,0,0,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,0,1
0,15,204,6,120,NA,NA,90,30,0,80,0,0,0,0.25,30,NA,0,0,NA,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,1,0
0,15,204,3,120,NA,NA,90,30,0,10,70,1,1,0.25,30,NA,0,0,0,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,0,1
0,15,204,2,120,NA,NA,80,40,0,0,80,1,1,0.333333343267441,40,NA,0,0,1,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,0,1
0,15,204,5,120,NA,NA,75,45,0,50,30,0,0,0.375,45,NA,0,0,NA,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,1,0
0,15,204,4,120,NA,NA,70,50,0,60,20,0,0,0.416666656732559,50,NA,0,0,NA,8,7,9,4,16,21,23,1,12,1,3,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,1,1,4,4,5,NA,NA,1,4,1,15,2,0,1,0,0.363636374473572,1,0.273412704467773,4,0.666666686534882,0.666666686534882,0,0,4,1.5,4.5,1,1,1,1,NA,0,0,0,1,0,0,1,0
0,15,211,2,80,NA,NA,60,20,1,120,0,0,1,0.25,NA,20,0,0,1,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,4,0,0,1,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,0,1
0,15,211,4,80,NA,NA,80,0,0,110,10,0,0,0,0,NA,0,1,NA,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,1,0,0,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,1,0
0,15,211,3,80,NA,NA,80,0,0,40,80,1,1,0,0,NA,0,1,0,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,1,0,0,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,0,1
0,15,211,7,80,NA,NA,80,0,1,100,20,0,1,0,NA,0,0,0,0,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,3,1,0,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,0,1
0,15,211,5,80,NA,NA,80,0,0,25,95,1,1,0,0,NA,0,1,0,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,1,0,0,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,0,1
0,15,211,6,80,NA,NA,80,0,0,90,30,0,0,0,0,NA,0,1,NA,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,1,0,0,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,NA,60,0,0,0,0,1,1,0
0,15,211,1,80,0,60,50,30,0,40,80,1,1,0.375,30,NA,0,0,0,1,0,5,2,4,8.5,26,0,11,1,2,4,2,2,1,1,3,4,1,1,5,4,5,1,5,1,1,2,1,4,5,2,4,NA,NA,1,15,2,0,1,0,0.818181812763214,0,0.0869295671582222,3,0.5,0.5,0,0,3,0.5,5.5,8,3,1,0,0,60,0,0,0,0,1,0,1
0,1,218,7,80,NA,NA,5,75,1,60,60,1,1,0.9375,NA,75,0,0,0,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,218,6,80,NA,NA,9,71,1,50,70,0,1,0.887499988079071,NA,71,0,0,0,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,218,2,80,NA,NA,10,70,1,70,50,0,1,0.875,NA,70,0,0,1,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,218,5,80,NA,NA,9,71,1,90,30,0,1,0.887499988079071,NA,71,0,0,0,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,218,1,80,1,110,9,71,1,40,80,1,1,0.887499988079071,NA,71,0,0,1,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,0,110,1,1,0,1,0,0,1
0,1,218,4,80,NA,NA,10,70,1,60,60,0,1,0.875,NA,70,0,0,0,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,218,3,80,NA,NA,10,70,1,70,50,1,1,0.875,NA,70,0,0,1,7,5,9,6,0,10.5,25,0,12,0,3,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,4,5,1,1,5,1,NA,NA,1,1,4,0,0,1,0.454545468091965,1,0,4,0.666666686534882,0.666666686534882,0,0,4,0.5,-0.5,9,2,1,1,NA,110,1,1,0,1,0,0,1
0,1,225,1,120,1,60,40,80,1,9,71,1,1,0.666666686534882,NA,80,0,0,0,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,4,0,0,1,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,0,60,1,1,0,1,0,0,1
0,1,225,7,120,NA,NA,60,60,0,5,75,1,1,0.5,60,NA,0,0,0,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,2,0,1,0,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,0,1
0,1,225,6,120,NA,NA,110,10,0,40,40,1,1,0.0833333358168602,10,NA,0,0,0,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,2,0,1,0,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,0,1
0,1,225,4,120,NA,NA,90,30,0,37,43,0,0,0.25,30,NA,0,0,NA,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,2,0,1,0,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,1,0
0,1,225,5,120,NA,NA,90,30,0,80,0,0,0,0.25,30,NA,0,0,NA,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,2,0,1,0,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,1,0
0,1,225,2,120,NA,NA,50,70,1,10,70,1,1,0.583333313465118,NA,70,0,0,0,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,4,0,0,1,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,0,1
0,1,225,3,120,NA,NA,40,80,0,50,30,0,0,0.666666686534882,80,NA,0,0,NA,8,6,8,2,8,27.5,18,0,7,1,2,1,4,4,2,1,2,2,1,1,5,2,5,4,3,1,1,4,5,2,2,NA,NA,4,2,1,1,2,0,1,0,0.727272748947144,0,0.380605161190033,2,0.333333343267441,0.333333343267441,0,0,2,1.5,-1.5,9,2,1,0,NA,60,1,1,0,1,0,1,0
0,15,232,4,80,NA,NA,60,20,0,20,100,1,1,0.25,20,NA,0,0,0,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,0,1
0,15,232,3,80,NA,NA,40,40,0,50,70,1,1,0.5,40,NA,0,0,0,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,0,1
0,15,232,6,80,NA,NA,50,30,0,100,20,0,0,0.375,30,NA,0,0,NA,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,1,0
0,15,232,2,80,NA,NA,80,0,0,40,80,1,1,0,0,NA,0,1,0,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,1,0,0,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,0,1
0,15,232,5,80,NA,NA,50,30,0,75,45,0,0,0.375,30,NA,0,0,NA,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,1,0
0,15,232,7,80,NA,NA,50,30,0,50,70,0,0,0.375,30,NA,0,0,NA,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,NA,70,0,1,0,0,1,1,0
0,15,232,1,80,0,70,70,10,0,120,0,0,0,0.125,10,NA,0,0,NA,3,3,3,6,16,16,24,0,13,0,2,3,3,3,3,3,3,3,3,3,5,2,4,4,4,5,3,3,3,3,3,3,3,NA,NA,3,15,2,0,1,0,0.727272748947144,0,0.479166656732559,2,NA,0.333333343267441,1,0,98,0.5,5.5,8,3,1,0,0,70,0,1,0,0,1,1,0
0,8,239,6,80,NA,NA,60,20,0,80,40,0,0,0.25,20,NA,0,0,NA,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,2,0,1,0,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,1,0
0,8,239,1,80,0,0,80,0,0,100,20,0,0,0,0,NA,0,1,NA,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,1,0,0,0,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,1,0,0,1,0,0,0,1,0
0,8,239,4,80,NA,NA,0,80,1,110,10,0,1,1,NA,80,0,0,1,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,4,0,0,1,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,0,1
0,8,239,3,80,NA,NA,80,0,0,0,120,1,1,0,0,NA,0,1,0,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,1,0,0,0,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,0,1
0,8,239,5,80,NA,NA,40,40,1,100,20,0,1,0.5,NA,40,0,0,1,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,4,0,0,1,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,0,1
0,8,239,7,80,NA,NA,70,10,0,60,60,0,0,0.125,10,NA,0,0,NA,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,2,0,1,0,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,1,0
0,8,239,2,80,NA,NA,80,0,0,70,50,0,0,0,0,NA,0,1,NA,6,5,8,7,8,20.5,25,0,9,1,2,2,2,2,2,2,2,4,1,1,4,5,5,5,2,1,1,1,4,2,2,1,5,NA,NA,1,8,1,0,0,0,0.363636374473572,0,0.358928561210632,4,0.666666686534882,0.666666686534882,0,0,4,NA,NA,0,0,1,0,NA,0,0,1,0,0,0,1,0
0,1,246,1,80,0,55,60,20,0,60,60,0,0,0.25,20,NA,0,0,NA,7,7,9,5,16,20,20,1,12,1,3,1,1,1,1,1,1,1,1,1,4,4,5,1,5,1,1,1,1,4,4,1,5,NA,NA,1,1,2,0,1,0,0.363636374473572,1,0.240327388048172,3,0.5,0.5,0,0,3,1.5,4.5,1,1,1,1,0,55,0,1,1,0,0,1,0
